,name,initial_method,n_qubits,m_state,n_g2_initial,time_initial,n_g2_qiskit,time_qiskit,n_g2_bqskit_flow,time_bqskit_flow,n_g2_ours,time_ours
252,Random-Dense-Nonuniform,n_flow,3,4,6,0.000834402977488935,6,0.006336360995192081,3,1.3334682360000443,3,0.0015129060193430632
253,Random-Dense-Nonuniform,n_flow,4,8,14,0.0013830630050506443,14,0.01092681402224116,13,2.925254075002158,13,0.005109287012601271
254,Random-Dense-Nonuniform,n_flow,5,16,30,0.0024359840026590973,30,0.021141112985787913,30,3.64143485299428,27,0.012579309026477858
255,Random-Dense-Nonuniform,n_flow,6,32,62,0.0042514330125413835,62,0.039573167014168575,75,4.063960008992581,61,0.07073507600580342
256,Random-Dense-Nonuniform,n_flow,7,64,126,0.014592257997719571,126,0.14846285301609896,151,6.126776521996362,125,0.2716331960109528
257,Random-Dense-Nonuniform,n_flow,8,128,254,0.04558413499034941,254,0.2135871299833525,345,8.402496438007802,253,1.3363616989809088
258,Random-Dense-Nonuniform,n_flow,9,256,510,0.06728317501256242,510,0.59394516699831,720,15.283144580986118,509,5.437748903001193
259,Random-Sparse-Uniform,n_flow,3,3,2,0.0005416779895313084,2,0.0048505459853913635,2,0.9651506039954256,1,0.0007359799928963184
260,Random-Sparse-Uniform,n_flow,4,4,14,0.0012372630008030683,14,0.009107731020776555,16,4.383266982011264,3,0.002608595008496195
261,Random-Sparse-Uniform,m_flow,5,5,11,0.0070029839989729226,10,0.02512767299776897,9,2.767256619001273,9,0.002438668016111478
262,Random-Sparse-Uniform,m_flow,6,6,14,0.02367082200362347,13,0.039256527001271024,14,2.179016508976929,10,0.0025580320216249675
263,Random-Sparse-Uniform,m_flow,7,7,22,0.06210436698165722,22,0.010903872025664896,21,3.8585000000020955,19,0.004621472005965188
264,Random-Sparse-Uniform,m_flow,8,8,31,0.1300776990246959,28,0.11545193998608738,27,2.6264487669977825,25,0.0056591309839859605
265,Random-Sparse-Uniform,m_flow,9,9,38,0.36349989197333343,37,0.03374196600634605,39,3.0325559369812254,33,0.008063665009103715
266,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0008175620168913156,6,0.005749308009399101,5,3.350742887996603,3,0.0014895120111759752
267,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0013429889804683626,12,0.009101649018703029,14,4.299750932987081,6,0.003093036008067429
268,Random-Sparse-Nonuniform,m_flow,5,5,10,0.014475948992185295,9,0.03744122898206115,9,1.3133153239905369,7,0.001774181000655517
269,Random-Sparse-Nonuniform,m_flow,6,6,16,0.018134698999347165,16,0.008674234006321058,14,1.468141140008811,12,0.002664717991137877
270,Random-Sparse-Nonuniform,m_flow,7,7,26,0.05311375798191875,24,0.026734513987321407,26,1.9383377770136576,21,0.004801436007255688
271,Random-Sparse-Nonuniform,m_flow,8,8,28,0.35142994197667576,26,0.023276927007827908,26,1.8529419009864796,22,0.0054376710031647235
272,Random-Sparse-Nonuniform,m_flow,9,9,36,0.5681627500161994,34,0.028158753993920982,34,2.088423054985469,33,0.008155086019542068
273,Random-Dense-Uniform,n_flow,3,4,6,0.0008239829912781715,6,0.005377527006203309,6,3.339570028008893,3,0.0015758330118842423
274,Random-Dense-Uniform,n_flow,4,8,14,0.0013299149868544191,14,0.00892113198642619,15,3.0230702830012888,11,0.004241114016622305
275,Random-Dense-Uniform,n_flow,5,16,28,0.002307884016772732,28,0.0168454909871798,32,2.583810028998414,28,0.017795271007344127
276,Random-Dense-Uniform,n_flow,6,32,62,0.004450673004612327,62,0.035945042996900156,75,7.55908068100689,61,0.07980918799876235
277,Random-Dense-Uniform,n_flow,7,64,126,0.016676007013302296,126,0.08143433500663377,166,9.302983742993092,125,0.3152595130086411
278,Random-Dense-Uniform,n_flow,8,128,254,0.038951510010519996,254,0.26265702000819147,302,12.808461255015573,253,1.2872315820131917
279,Random-Dense-Uniform,n_flow,9,256,510,0.07447264698566869,510,0.5938895380240865,675,13.836918443004834,509,5.479045275016688
280,Random-Dense-Nonuniform,n_flow,3,4,6,0.0007455779996234924,6,0.005679257999872789,5,4.40786546599702,2,0.0010481399949640036
281,Random-Dense-Nonuniform,n_flow,4,8,14,0.0013831740070600063,14,0.010333419981179759,16,4.631215250003152,11,0.0051755910099018365
282,Random-Dense-Nonuniform,n_flow,5,16,30,0.002341307990718633,30,0.02189394400920719,31,6.484876164002344,29,0.018634537991601974
283,Random-Dense-Nonuniform,n_flow,6,32,62,0.0042991520022042096,62,0.039195361983729526,66,5.263620393001474,61,0.07864131999667734
284,Random-Dense-Nonuniform,n_flow,7,64,126,0.01447657000971958,126,0.14824833397869952,147,8.717721149994759,125,0.30633767301333137
285,Random-Dense-Nonuniform,n_flow,8,128,254,0.03983186397817917,254,0.21356753102736548,309,8.26872898399597,253,1.4962626119959168
286,Random-Dense-Nonuniform,n_flow,9,256,510,0.12492929500876926,510,0.5188510860025417,634,13.935200623003766,509,5.727071105997311
287,Random-Sparse-Uniform,n_flow,3,3,2,0.0005686380027327687,2,0.00386080497992225,2,0.9616897279920522,1,0.0007583209953736514
288,Random-Sparse-Uniform,n_flow,4,4,10,0.001804258004995063,10,0.008695722004631534,10,4.940186719002668,4,0.0024238319892901927
289,Random-Sparse-Uniform,m_flow,5,5,10,0.010222172975772992,10,0.00635258000693284,10,1.2798787250067107,7,0.002028925984632224
290,Random-Sparse-Uniform,m_flow,6,6,12,0.016105162998428568,11,0.03709633499966003,13,1.4971475260099396,9,0.0024618910101708025
291,Random-Sparse-Uniform,m_flow,7,7,20,0.04396848697797395,20,0.02572194699314423,18,1.5482581930118613,15,0.0035540950193535537
292,Random-Sparse-Uniform,m_flow,8,8,23,0.1022552789945621,22,0.04239821300143376,22,1.449429158004932,17,0.004554747021757066
293,Random-Sparse-Uniform,m_flow,9,9,38,0.8631565459945705,37,0.045714043983025476,42,2.5589303740125615,34,0.008463691978249699
294,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0007275539974216372,6,0.006006267998600379,6,3.5156404900189955,2,0.0010506249964237213
295,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0012327250151429325,14,0.009991612983867526,14,4.697486396995373,3,0.00223762501263991
296,Random-Sparse-Nonuniform,m_flow,5,5,8,0.004203181975753978,7,0.023706920008407906,9,2.5360995840164833,5,0.0017274260171689093
297,Random-Sparse-Nonuniform,m_flow,6,6,15,0.01251098097418435,15,0.024351727013709024,17,4.499278215982486,13,0.0033332339953631163
298,Random-Sparse-Nonuniform,m_flow,7,7,23,0.11218980900594033,23,0.013295082986587659,22,4.6024318510026205,19,0.00472847101627849
299,Random-Sparse-Nonuniform,m_flow,8,8,24,0.25940857199020684,24,0.012043731985613704,25,1.762681482010521,19,0.00632945098914206
300,Random-Sparse-Nonuniform,m_flow,9,9,44,1.0830996959994081,40,0.04002126900013536,41,3.8715730469848495,37,0.009228656010236591
301,Random-Dense-Uniform,n_flow,3,4,6,0.0008639080042485148,6,0.005330007988959551,5,3.253767872985918,3,0.0015732370084151626
302,Random-Dense-Uniform,n_flow,4,8,12,0.001291763997869566,12,0.008781351003563032,14,3.228825163008878,12,0.004207441001199186
303,Random-Dense-Uniform,n_flow,5,16,30,0.002311510994331911,30,0.015032753988634795,32,2.6366991579998285,27,0.014967825991334394
304,Random-Dense-Uniform,n_flow,6,32,62,0.004352941992692649,62,0.033839215990155935,71,5.774664027994731,61,0.06413803301984444
305,Random-Dense-Uniform,n_flow,7,64,126,0.014684038003906608,126,0.07884271899820305,153,7.3618485649931245,125,0.3189369990141131
306,Random-Dense-Uniform,n_flow,8,128,254,0.03934430200024508,254,0.2518383830029052,323,10.235799855989171,253,1.3047808810079005
307,Random-Dense-Uniform,n_flow,9,256,510,0.06729182199342176,510,0.5619452560204081,696,15.916596094000852,509,5.320982322999043
308,Random-Dense-Nonuniform,n_flow,3,4,6,0.0008480980177409947,6,0.005886292987270281,6,3.2041558760101907,3,0.0016182420076802373
309,Random-Dense-Nonuniform,n_flow,4,8,14,0.00147970300167799,14,0.010678312013624236,16,3.6999481980165,13,0.00549618701916188
310,Random-Dense-Nonuniform,n_flow,5,16,30,0.0024095439875964075,30,0.018946119002066553,37,5.528508582996437,29,0.018340101989451796
311,Random-Dense-Nonuniform,n_flow,6,32,62,0.004567459982354194,62,0.04077860002871603,76,4.384042445017258,61,0.0697676709969528
312,Random-Dense-Nonuniform,n_flow,7,64,126,0.015793992002727464,126,0.08377016699523665,150,6.894654147996334,125,0.29931914899498224
313,Random-Dense-Nonuniform,n_flow,8,128,254,0.03193466999800876,254,0.2693313460040372,299,9.42934968098416,253,1.3001871180022135
314,Random-Dense-Nonuniform,n_flow,9,256,510,0.08361133301514201,510,0.5479000899940729,622,13.432468312996207,509,5.849623101006728
315,Random-Sparse-Uniform,n_flow,3,3,6,0.0007191089971456677,6,0.005366598023101687,5,2.5875561750144698,2,0.0011588159832172096
316,Random-Sparse-Uniform,n_flow,4,4,12,0.001672893005888909,11,0.020822911988943815,15,1.7910396390070673,5,0.0027256720059085637
317,Random-Sparse-Uniform,m_flow,5,5,11,0.011911676003364846,11,0.0069687899958807975,11,1.4164017289876938,8,0.0019578940118663013
318,Random-Sparse-Uniform,m_flow,6,6,13,0.022801132989116013,13,0.008071782009210438,12,1.4751802579849027,9,0.0028693289787042886
319,Random-Sparse-Uniform,m_flow,7,7,24,0.08065878701745532,22,0.019784870004514232,22,1.49022392500774,20,0.0040226860146503896
320,Random-Sparse-Uniform,m_flow,8,8,31,0.2526801510248333,29,0.02295734398649074,31,1.8192006080062129,28,0.006827075994806364
321,Random-Sparse-Uniform,m_flow,9,9,40,0.7137312330014538,38,0.027349987998604774,35,2.0670144550094847,33,0.007540160993812606
322,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0007083980017341673,6,0.0055333260097540915,6,2.8369531409989577,2,0.0010041689965873957
323,Random-Sparse-Nonuniform,n_flow,4,4,14,0.001542029989650473,14,0.009868496999843046,16,2.683096780994674,3,0.0025168150023091584
324,Random-Sparse-Nonuniform,m_flow,5,5,13,0.009219836996635422,13,0.00869510299526155,11,1.3617241000174545,10,0.001958295004442334
325,Random-Sparse-Nonuniform,m_flow,6,6,13,0.019974382972577587,13,0.009039925003889948,14,1.5387766640051268,9,0.00255766898044385
326,Random-Sparse-Nonuniform,m_flow,7,7,25,0.09746636400814168,25,0.011943757999688387,23,2.042255304986611,23,0.004591595992678776
327,Random-Sparse-Nonuniform,m_flow,8,8,31,0.20689796400256455,31,0.014730224007507786,28,2.5353894360014237,29,0.007204669003840536
328,Random-Sparse-Nonuniform,m_flow,9,9,37,0.7340074329986237,37,0.01687765200040303,37,2.892920375976246,31,0.007729003002168611
329,Random-Dense-Uniform,n_flow,3,4,4,0.0006585959927178919,4,0.004484075005166233,4,0.9729100789991207,2,0.0008807789999991655
330,Random-Dense-Uniform,n_flow,4,8,14,0.0013074529997538775,14,0.008446409017778933,15,2.1206567930057645,11,0.0040581020002719015
331,Random-Dense-Uniform,n_flow,5,16,30,0.0022689320030622184,30,0.017169501981697977,39,3.813893281010678,29,0.01571890400373377
332,Random-Dense-Uniform,n_flow,6,32,62,0.004720807017292827,62,0.033620731002883986,73,6.068230876990128,61,0.058040175994392484
333,Random-Dense-Uniform,n_flow,7,64,126,0.015546159993391484,126,0.07761690800543875,133,7.602098693023436,125,0.31665008698473684
334,Random-Dense-Uniform,n_flow,8,128,254,0.039736701000947505,254,0.25124434201279655,324,9.993206695013214,253,1.1566209689772222
335,Random-Dense-Uniform,n_flow,9,256,510,0.0640947419742588,510,0.5326402790087741,708,16.33252752100816,509,5.30059013699065
336,Random-Dense-Nonuniform,n_flow,3,4,2,0.0005305070080794394,2,0.003776847996050492,2,0.9929490619979333,1,0.0006513620028272271
337,Random-Dense-Nonuniform,n_flow,4,8,14,0.001531649992102757,14,0.011299870995571837,14,3.555711674998747,13,0.005435083992779255
338,Random-Dense-Nonuniform,n_flow,5,16,30,0.0024327279825229198,30,0.019530015997588634,36,4.895682924980065,29,0.01670052998815663
339,Random-Dense-Nonuniform,n_flow,6,32,62,0.0041504339897073805,62,0.03943714397610165,72,4.178153924993239,61,0.061531490995548666
340,Random-Dense-Nonuniform,n_flow,7,64,126,0.01512145300512202,126,0.08850999700371176,162,9.765432124986546,125,0.29885984101565555
341,Random-Dense-Nonuniform,n_flow,8,128,254,0.03870923098293133,254,0.2057702580059413,303,10.489992374990834,253,1.322014165984001
342,Random-Dense-Nonuniform,n_flow,9,256,510,0.10554938900168054,510,0.635124566993909,598,11.602774769999087,509,5.556004214973655
343,Random-Sparse-Uniform,n_flow,3,3,2,0.0005933739885222167,2,0.004061449988512322,2,0.9678651140129659,1,0.0006883119931444526
344,Random-Sparse-Uniform,n_flow,4,4,6,0.0008197950082831085,6,0.005542572995182127,5,3.3618742050020956,3,0.001636334985960275
345,Random-Sparse-Uniform,m_flow,5,5,9,0.0064674570166971534,8,0.02286687499145046,9,2.455487710016314,6,0.0018167109810747206
346,Random-Sparse-Uniform,m_flow,6,6,19,0.02493265102384612,17,0.01832771798945032,17,2.0344517509802245,15,0.0036223899805918336
347,Random-Sparse-Uniform,m_flow,7,7,19,0.05969682801514864,18,0.026448258984601125,17,1.7175754409981892,14,0.0035071570018772036
348,Random-Sparse-Uniform,m_flow,8,8,26,0.4031054069928359,24,0.021244264993583784,26,1.4815615539846476,20,0.005532186012715101
349,Random-Sparse-Uniform,m_flow,9,9,30,0.5145868939871434,26,0.039885225996840745,26,1.8785934340266977,25,0.006981431011809036
350,Random-Sparse-Nonuniform,n_flow,3,3,6,0.0009981279727071524,6,0.005726005008909851,6,3.595988832996227,2,0.0015727269928902388
351,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0014516520022880286,12,0.009112125990213826,12,4.188250456994865,6,0.0031460059981327504
352,Random-Sparse-Nonuniform,m_flow,5,5,14,0.010303718008799478,12,0.0192910970072262,13,3.7426567880029324,11,0.0026367169921286404
353,Random-Sparse-Nonuniform,m_flow,6,6,11,0.02301177300978452,11,0.00787891200161539,11,1.2927529129956383,7,0.0025490330008324236
354,Random-Sparse-Nonuniform,m_flow,7,7,23,0.0625883090251591,23,0.012502325989771634,21,1.3952553239942063,18,0.0037577939801849425
355,Random-Sparse-Nonuniform,m_flow,8,8,30,0.1519477289984934,30,0.014504485006909817,28,1.480394726007944,26,0.006532236002385616
356,Random-Sparse-Nonuniform,m_flow,9,9,31,0.7917281779809855,30,0.03483420400880277,30,1.4934423890081234,24,0.006067840993637219
357,Random-Dense-Uniform,n_flow,3,4,6,0.0008574249804951251,6,0.005393325001932681,6,4.048224667989416,3,0.0015448750054929405
358,Random-Dense-Uniform,n_flow,4,8,14,0.00135662397951819,14,0.009303451981395483,14,2.9428886149835307,13,0.005631087988149375
359,Random-Dense-Uniform,n_flow,5,16,30,0.002293759025633335,26,0.016270340012852103,33,3.696528202010086,29,0.01501309999730438
360,Random-Dense-Uniform,n_flow,6,32,62,0.0046895779960323125,60,0.034550459997262806,77,8.330772005021572,61,0.058625053003197536
361,Random-Dense-Uniform,n_flow,7,64,126,0.014484825980616733,124,0.07565192499896511,140,9.710859173996141,125,0.27966860300512053
362,Random-Dense-Uniform,n_flow,8,128,252,0.040612770011648536,252,0.2668190560070798,338,6.997772208997048,250,1.4739010259800125
363,Random-Dense-Uniform,n_flow,9,256,510,0.06417806699755602,510,0.49135711800772697,594,14.261846998007968,509,5.711562309996225
364,Random-Dense-Nonuniform,n_flow,3,4,6,0.0008468749874737114,6,0.0058784309949260205,5,2.118222435005009,3,0.001569491985719651
365,Random-Dense-Nonuniform,n_flow,4,8,14,0.001397389976773411,14,0.010354491008911282,13,3.396343180007534,11,0.004664609994506463
366,Random-Dense-Nonuniform,n_flow,5,16,30,0.0022931979910936207,30,0.02113122498849407,38,4.706625479011564,29,0.01690553198568523
367,Random-Dense-Nonuniform,n_flow,6,32,62,0.004327814996941015,62,0.040765685989754274,65,6.164040049014147,61,0.0726978619932197
368,Random-Dense-Nonuniform,n_flow,7,64,126,0.01656017900677398,126,0.08061183799873106,135,7.1716662060061935,125,0.38295496499631554
369,Random-Dense-Nonuniform,n_flow,8,128,254,0.0325280659890268,254,0.27301174600142986,321,11.699926374014467,253,1.2534261270193383
370,Random-Dense-Nonuniform,n_flow,9,256,510,0.0664614739944227,510,0.5975609600136522,639,12.173879794980166,509,5.383877042011591
371,Random-Sparse-Uniform,n_flow,3,3,6,0.0009408599871676415,6,0.005470000993227586,5,3.417597185005434,2,0.0009923070028889924
372,Random-Sparse-Uniform,n_flow,4,4,14,0.0012829680053982884,14,0.008242649986641482,14,4.156887440971332,6,0.0031352450023405254
373,Random-Sparse-Uniform,m_flow,5,5,12,0.00807640198036097,12,0.006598950014449656,12,1.813940153020667,9,0.002121269004419446
374,Random-Sparse-Uniform,m_flow,6,6,17,0.03001514801871963,15,0.01844621100462973,15,1.9712958419986535,13,0.0034188729769084603
375,Random-Sparse-Uniform,m_flow,7,7,27,0.0783889839949552,25,0.019998037023469806,23,1.4850300770194735,21,0.004198191978503019
376,Random-Sparse-Uniform,m_flow,8,8,27,0.22542909398907796,25,0.025688044988783076,27,1.9850484789931215,21,0.005733719997806475
377,Random-Sparse-Uniform,m_flow,9,9,40,0.19561251599225216,36,0.8615668510028627,35,2.436723659018753,35,0.008184962993254885
378,Random-Sparse-Nonuniform,n_flow,3,3,2,0.0005301870114635676,2,0.004809170990483835,2,0.9616982699953951,1,0.0007972439925651997
379,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0013364670157898217,14,0.011159868008689955,16,3.381146945001092,3,0.0023479599913116544
380,Random-Sparse-Nonuniform,m_flow,5,5,14,0.008004805975360796,14,0.007731238991254941,13,1.4883652570133563,11,0.001975857012439519
381,Random-Sparse-Nonuniform,m_flow,6,6,15,0.02497537899762392,15,0.00947242000256665,15,1.8365958279755432,11,0.0027743429818656296
382,Random-Sparse-Nonuniform,m_flow,7,7,19,0.03550508400076069,19,0.009980261005694047,19,1.463980619009817,14,0.003662736009573564
383,Random-Sparse-Nonuniform,m_flow,8,8,32,0.11254564300179482,30,0.027999065001495183,30,2.775733210000908,27,0.006849236000562087
384,Random-Sparse-Nonuniform,m_flow,9,9,41,1.4341405729937833,39,0.03319526798441075,38,2.6442985979956575,34,0.008346230984898284
385,Random-Dense-Uniform,n_flow,3,4,6,0.0008519050024915487,6,0.0056114539911504835,6,3.017782000999432,3,0.0019607690046541393
386,Random-Dense-Uniform,n_flow,4,8,12,0.00147771998308599,12,0.008562853996409103,14,2.399484368012054,12,0.005139463988598436
387,Random-Dense-Uniform,n_flow,5,16,30,0.0024079120194073766,30,0.020159143983619288,39,3.449548405013047,29,0.017239484004676342
388,Random-Dense-Uniform,n_flow,6,32,62,0.004951084993081167,62,0.03695105802034959,77,4.521609126008116,61,0.4000947210006416
389,Random-Dense-Uniform,n_flow,7,64,126,0.013673698995262384,126,0.079564109997591,151,6.1848335469840094,125,0.3683340239804238
390,Random-Dense-Uniform,n_flow,8,128,254,0.0424831910058856,254,0.18586589899496175,312,8.749000750976847,253,1.1904166770109441
391,Random-Dense-Uniform,n_flow,9,256,510,0.06733691599220037,510,0.588394356018398,654,16.144806827011053,509,5.279702387022553
392,Random-Dense-Nonuniform,n_flow,3,4,6,0.0008457239891868085,6,0.0062931910215411335,6,3.7420006619940978,3,0.0015760440146550536
393,Random-Dense-Nonuniform,n_flow,4,8,14,0.0014915450010448694,14,0.011041440011467785,16,4.303500637994148,13,0.005012237990740687
394,Random-Dense-Nonuniform,n_flow,5,16,30,0.002406829997198656,30,0.018561764009064063,35,6.386009719019057,29,0.019503978022839874
395,Random-Dense-Nonuniform,n_flow,6,32,62,0.004270395991625264,62,0.0393817400035914,64,3.302507604996208,61,0.06253064100746997
396,Random-Dense-Nonuniform,n_flow,7,64,126,0.015207429009024054,126,0.086561381991487,167,6.561069801013218,125,0.28208979801274836
397,Random-Dense-Nonuniform,n_flow,8,128,254,0.05315386998699978,254,0.28073261998360977,333,9.823956314998213,253,1.2765326440276112
398,Random-Dense-Nonuniform,n_flow,9,256,510,0.07288823599810712,510,0.617803692992311,660,18.377373922994593,509,5.4583360480028205
399,Random-Sparse-Uniform,n_flow,3,3,6,0.0008190739899873734,6,0.005085885990411043,3,1.1405491059995256,3,0.0015873649972490966
400,Random-Sparse-Uniform,n_flow,4,4,10,0.0013838849845342338,10,0.008704281004611403,10,3.54051389900269,5,0.002711225999519229
401,Random-Sparse-Uniform,m_flow,5,5,9,0.00391997501719743,8,0.02320190900354646,8,2.2099553719745018,6,0.0018062310118693858
402,Random-Sparse-Uniform,m_flow,6,6,15,0.015040322003187612,13,0.024576739000622183,13,1.2956140929891262,10,0.0025992480223067105
403,Random-Sparse-Uniform,m_flow,7,7,26,0.07909877400379628,25,0.029581652983324602,26,2.3591078630124684,22,0.004744931007735431
404,Random-Sparse-Uniform,m_flow,8,8,32,0.14188554100110196,30,0.027357322978787124,29,2.8247044199961238,26,0.006555658997967839
405,Random-Sparse-Uniform,m_flow,9,9,37,0.7297714420128614,37,0.015427842998178676,41,2.342334763990948,32,0.007309995009563863
406,Random-Sparse-Nonuniform,n_flow,3,3,2,0.0005078949907328933,2,0.00382292500580661,2,0.9659866119909566,1,0.0006163670041132718
407,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0014261739852372557,14,0.010887671000091359,15,4.87734275101684,6,0.0031597389897797257
408,Random-Sparse-Nonuniform,m_flow,5,5,11,0.0073218570032622665,9,0.039868473017122597,9,1.2740987449942622,8,0.0019713280198629946
409,Random-Sparse-Nonuniform,m_flow,6,6,13,0.03175719900173135,13,0.007798705017194152,13,1.646392405993538,10,0.002642387989908457
410,Random-Sparse-Nonuniform,m_flow,7,7,24,0.08676832600031048,24,0.01278283097781241,20,1.5279445030028,19,0.00424873799784109
411,Random-Sparse-Nonuniform,m_flow,8,8,27,0.1474417099962011,24,0.03963612299412489,25,2.4063543349911924,20,0.005355738976504654
412,Random-Sparse-Nonuniform,m_flow,9,9,40,0.6769318150181789,40,0.016974619997199625,41,2.1838915100088343,35,0.008293583989143372
413,Random-Dense-Uniform,n_flow,3,4,6,0.0008655699784867465,6,0.005384059011703357,6,4.44326749801985,3,0.0016195840144064277
414,Random-Dense-Uniform,n_flow,4,8,14,0.0013734159874729812,14,0.008920940977986902,15,3.562671229010448,10,0.004200124996714294
415,Random-Dense-Uniform,n_flow,5,16,26,0.0025074270088225603,26,0.016310524981236085,32,3.4211384409863967,25,0.01574791900929995
416,Random-Dense-Uniform,n_flow,6,32,62,0.004298240004573017,62,0.03709774601156823,81,7.991861165006412,61,0.07250557298539206
417,Random-Dense-Uniform,n_flow,7,64,126,0.016796697018435225,126,0.07800451799994335,171,8.93669635101105,125,0.2980383840040304
418,Random-Dense-Uniform,n_flow,8,128,252,0.04003105798619799,252,0.18854671699227765,275,6.935199909989024,250,1.2224055669794325
419,Random-Dense-Uniform,n_flow,9,256,510,0.06813550999504514,508,0.5656609679863323,604,11.672446826007217,509,5.188754184986465
420,Random-Dense-Nonuniform,n_flow,3,4,6,0.0008983510197140276,6,0.006350348994601518,6,3.2687960129987914,3,0.001541468984214589
421,Random-Dense-Nonuniform,n_flow,4,8,14,0.001352776977000758,14,0.012480788020184264,14,4.325878120987909,13,0.005458588013425469
422,Random-Dense-Nonuniform,n_flow,5,16,30,0.0023084760177880526,30,0.019052307005040348,32,6.25072761400952,27,0.017170051985885948
423,Random-Dense-Nonuniform,n_flow,6,32,62,0.00421747998916544,62,0.03971720300614834,74,5.489749339991249,61,0.06618781399447471
424,Random-Dense-Nonuniform,n_flow,7,64,126,0.015179631009232253,126,0.0832323259965051,145,7.611512331990525,125,0.4214101220131852
425,Random-Dense-Nonuniform,n_flow,8,128,254,0.03325258500990458,254,0.19225818698760122,314,11.65230290600448,253,1.2511955120135099
426,Random-Dense-Nonuniform,n_flow,9,256,510,0.06419766499311663,510,0.5601272079802584,704,14.040282843983732,509,5.315328718017554
427,Random-Sparse-Uniform,n_flow,3,3,2,0.0005188460054341704,2,0.004050790012115613,2,0.9691200800007209,1,0.0006288699805736542
428,Random-Sparse-Uniform,n_flow,4,4,14,0.0013741069997195154,14,0.009357675997307524,14,5.485638283018488,4,0.003321372001664713
429,Random-Sparse-Uniform,m_flow,5,5,13,0.008530764986062422,13,0.008326684997882694,11,1.6319895070046186,10,0.0019387869979254901
430,Random-Sparse-Uniform,m_flow,6,6,14,0.018748831993434578,14,0.008218895003665239,12,1.8670147139928304,10,0.0028937850147485733
431,Random-Sparse-Uniform,m_flow,7,7,19,0.06990299301105551,17,0.018090046010911465,19,1.5930435599875636,15,0.00401515097473748
432,Random-Sparse-Uniform,m_flow,8,8,21,0.14413735299604014,20,0.027052114019170403,22,1.410556786984671,16,0.0046837069967295974
433,Random-Sparse-Uniform,m_flow,9,9,41,0.6361344449978787,41,0.017048977984813973,44,1.6357787779998034,35,0.007761664019199088
434,Random-Sparse-Nonuniform,n_flow,3,3,4,0.0007979049987625331,3,0.016698344988981262,4,0.9728876969893463,2,0.001132737990701571
435,Random-Sparse-Nonuniform,n_flow,4,4,14,0.0014911660109646618,14,0.009997924003982916,16,4.947968007996678,5,0.0029614710074383765
436,Random-Sparse-Nonuniform,m_flow,5,5,10,0.003687863005325198,10,0.007979889982379973,10,2.9760676650039386,7,0.0022097920009400696
437,Random-Sparse-Nonuniform,m_flow,6,6,13,0.017377638985635713,13,0.008447359985439107,12,1.3414228439796716,9,0.0027552079991437495
438,Random-Sparse-Nonuniform,m_flow,7,7,23,0.06392838200554252,23,0.010780960001284257,23,1.5209701799903996,19,0.0040830599900800735
439,Random-Sparse-Nonuniform,m_flow,8,8,24,0.16264037598739378,24,0.012973595992662013,26,1.8313806929800194,19,0.004899958003079519
440,Random-Sparse-Nonuniform,m_flow,9,9,42,0.9509199259919114,38,0.040292732999660075,40,2.4065022020076867,37,0.008983959996839985
441,Random-Dense-Uniform,n_flow,3,4,6,0.0008382700034417212,6,0.0071562879893463105,6,3.5020385710231494,3,0.0015405870217364281
442,Random-Dense-Uniform,n_flow,4,8,14,0.0013492009893525392,14,0.008629190007923171,14,4.092536935990211,10,0.004565786977764219
443,Random-Dense-Uniform,n_flow,5,16,30,0.0028237960068508983,30,0.016732122021494433,32,5.18256794201443,29,0.017162668984383345
444,Random-Dense-Uniform,n_flow,6,32,62,0.004135005990974605,62,0.0328871350211557,66,4.568495804007398,61,0.06523441997705959
445,Random-Dense-Uniform,n_flow,7,64,126,0.015271884010871872,126,0.0783668200019747,145,9.019030916999327,125,0.3037260179989971
446,Random-Dense-Uniform,n_flow,8,128,254,0.041331838991027325,254,0.2464285450114403,305,11.3207586449862,253,1.5623302210005932
447,Random-Dense-Uniform,n_flow,9,256,510,0.10785469901748002,510,0.5790093619725667,646,13.791674078995129,509,5.579726289986866
448,Random-Dense-Nonuniform,n_flow,3,4,6,0.0008616529812570661,6,0.006839316978584975,6,3.703203372977441,3,0.0015825650189071894
449,Random-Dense-Nonuniform,n_flow,4,8,14,0.0013397129951044917,14,0.011069269996369258,16,3.726742925995495,13,0.00492086898884736
450,Random-Dense-Nonuniform,n_flow,5,16,30,0.00245073001133278,30,0.02207156500662677,34,5.279508756007999,29,0.015929441986372694
451,Random-Dense-Nonuniform,n_flow,6,32,62,0.0042788620048668236,62,0.03947377999429591,78,5.567084239010001,61,0.07522444298956543
452,Random-Dense-Nonuniform,n_flow,7,64,126,0.01554117098567076,126,0.08871862600790337,166,6.563991287985118,125,0.30772795600933023
453,Random-Dense-Nonuniform,n_flow,8,128,254,0.03548044100170955,254,0.26654400100233033,293,11.14824554300867,253,1.2535437119950075
454,Random-Dense-Nonuniform,n_flow,9,256,510,0.06605121999746189,510,0.6234161870088428,650,12.181335419998504,509,5.62456793099409
